"z[1,7]",1.0
"z[175,7]",1.0
"z[178,7]",1.0
"z[184,7]",1.0
"z[185,7]",1.0
"z[186,7]",1.0
"z[213,7]",1.0
"z[221,7]",1.0
"z[225,7]",1.0
"z[227,7]",1.0
"z[228,7]",1.0
"z[236,7]",1.0
"z[242,7]",1.0
"z[247,7]",1.0
"z[252,7]",1.0
"z[259,7]",1.0
"z[268,7]",1.0
"z[274,7]",1.0
"z[279,7]",1.0
"z[289,7]",1.0
"z[307,7]",1.0
"z[310,7]",1.0
"z[316,7]",1.0
"z[335,7]",1.0
"z[378,7]",1.0
"z[401,7]",1.0
"z[426,7]",1.0
"z[437,7]",1.0
"z[471,7]",1.0
"z[489,7]",1.0
"z[494,7]",1.0
"z[562,7]",1.0
"z[616,7]",1.0
"z[680,7]",1.0
"z[683,7]",1.0
"z[695,7]",1.0
"z[729,7]",1.0
"z[748,7]",1.0
"z[797,7]",1.0
"z[852,7]",1.0
"z[854,7]",1.0
"z[885,7]",1.0
"z[890,7]",1.0
"z[976,7]",1.0
"z[991,7]",1.0
"z[1055,7]",1.0
"z[1107,7]",1.0
"z[1155,7]",1.0
"z[1168,7]",1.0
"z[1176,7]",1.0
"z[1244,7]",1.0
"z[1651,7]",1.0
"z[1670,7]",1.0
"z[1687,7]",1.0
"z[1738,7]",1.0
"z[1909,7]",1.0
"z[1915,7]",1.0
"z[2184,7]",1.0
"z[2205,7]",1.0
"z[2246,7]",1.0
"z[2393,7]",1.0
"z[2513,7]",1.0
"z[2567,7]",1.0
"z[2604,7]",1.0
"z[2605,7]",1.0
"z[2686,7]",1.0
"z[2694,7]",1.0
"z[2765,7]",1.0
"z[2832,7]",1.0
"z[2909,7]",1.0
"z[2999,7]",1.0
"z[3002,7]",1.0
"z[3003,7]",1.0
"z[2,2]",1.0
"z[8,2]",1.0
"z[19,2]",1.0
"z[23,2]",1.0
"z[37,2]",1.0
"z[43,2]",1.0
"z[460,2]",1.0
"z[480,2]",1.0
"z[506,2]",1.0
"z[679,2]",1.0
"z[721,2]",1.0
"z[810,2]",1.0
"z[896,2]",1.0
"z[913,2]",1.0
"z[1002,2]",1.0
"z[1093,2]",1.0
"z[1135,2]",1.0
"z[1137,2]",1.0
"z[1345,2]",1.0
"z[1834,2]",1.0
"z[2300,2]",1.0
"z[3,9]",1.0
"z[18,9]",1.0
"z[173,9]",1.0
"z[197,9]",1.0
"z[219,9]",1.0
"z[406,9]",1.0
"z[452,9]",1.0
"z[577,9]",1.0
"z[1243,9]",1.0
"z[1475,9]",1.0
"z[1588,9]",1.0
"z[1610,9]",1.0
"z[1674,9]",1.0
"z[1823,9]",1.0
"z[2119,9]",1.0
"z[2208,9]",1.0
"z[2537,9]",1.0
"z[2551,9]",1.0
"z[2578,9]",1.0
"z[2717,9]",1.0
"z[3125,9]",1.0
"z[4,1]",1.0
"z[929,1]",1.0
"z[2643,1]",1.0
"z[5,6]",1.0
"z[12,6]",1.0
"z[59,6]",1.0
"z[713,6]",1.0
"z[741,6]",1.0
"z[770,6]",1.0
"z[772,6]",1.0
"z[788,6]",1.0
"z[1030,6]",1.0
"z[1319,6]",1.0
"z[1632,6]",1.0
"z[1655,6]",1.0
"z[1703,6]",1.0
"z[1786,6]",1.0
"z[1891,6]",1.0
"z[1930,6]",1.0
"z[2316,6]",1.0
"z[2341,6]",1.0
"z[2431,6]",1.0
"z[2575,6]",1.0
"z[2579,6]",1.0
"z[2657,6]",1.0
"z[2837,6]",1.0
"z[2998,6]",1.0
"z[7,2]",1.0
"z[884,2]",1.0
"z[949,2]",1.0
"z[1064,2]",1.0
"z[1343,2]",1.0
"z[1748,2]",1.0
"z[2032,2]",1.0
"z[9,1]",1.0
"z[36,1]",1.0
"z[83,1]",1.0
"z[127,1]",1.0
"z[128,1]",1.0
"z[147,1]",1.0
"z[148,1]",1.0
"z[152,1]",1.0
"z[158,1]",1.0
"z[349,1]",1.0
"z[358,1]",1.0
"z[370,1]",1.0
"z[440,1]",1.0
"z[457,1]",1.0
"z[496,1]",1.0
"z[499,1]",1.0
"z[500,1]",1.0
"z[529,1]",1.0
"z[593,1]",1.0
"z[684,1]",1.0
"z[838,1]",1.0
"z[843,1]",1.0
"z[892,1]",1.0
"z[950,1]",1.0
"z[966,1]",1.0
"z[1087,1]",1.0
"z[1142,1]",1.0
"z[1179,1]",1.0
"z[1186,1]",1.0
"z[1193,1]",1.0
"z[1332,1]",1.0
"z[1398,1]",1.0
"z[1411,1]",1.0
"z[1426,1]",1.0
"z[1444,1]",1.0
"z[1503,1]",1.0
"z[1854,1]",1.0
"z[1860,1]",1.0
"z[1873,1]",1.0
"z[1874,1]",1.0
"z[1970,1]",1.0
"z[1985,1]",1.0
"z[2011,1]",1.0
"z[2076,1]",1.0
